corId,corpus
3527,"Given her strong negotiation skills, Marie Russel was made Sanwa, Inc.'s lead sales contact."
3528,A locked suggestion box will allow employees to submit feedback to management anonymously .
3529,A new strategy is under development to market our products more aggressively overseas.
3530,"Commenting on the city's ongoing revitalization project, Mayor Owen promised that residents would be pleased with the results."
3531,"Unfortunately , repairs to the plumbing pipes in the Moffett Building will be costly."
3532,The CEO's speech will be recorded in its entirety and made available to employees who could not attend the meeting.
3533,Trails on the southeast side of the mountain are often closed unexpectedly because storms tend to occur without warning.
3534,Please submit your hours as well as any work-related expense reports by Friday.
3535,"While the director of communications is away, all e-mails and calls will be forwarded to her assistant."
3536,Mr. Srour's flight arrived too late for him to attend the reception.
3537,Mr. Wagner will arrange the schedule of events for the opening of the flagship store.
3538,"After the final award had been presented, Ms. Ryu acknowledged the support of the event's sponsors."
3539,Chunto Consultancy Service recommended a successful way of balancing the annual budget.
3540,Press lightly on the pedal with your left foot to release the vehicle's parking brake.
3541,to visit Hikers are invited the information center for trail maps of Far Valley Park.
3542,Danton Estate Brokerage offers an online educational program to help inexperienced home buyers choose a property.
3543,lolana Dance Troupe stands out because the group knows how to integrate a variety of dance styles.
3544,The Lafayette Hill Public Library requires that the use of mobile phones be restricted to the conversation rooms.
3545,Major airlines have increasingly been using self-serve ticketing systems to reduce wait times.
